"date","plot","treatment","mean_t_top","mean_t_bottom","mean_t_ground","mean_vwc"
2024-05-07,"9","w",11.837890625,12.09765625,11.9654947916667,45.3077398422917
2024-05-28,"1","w",16.3893229166667,15.328125,14.310546875,35.8658884735417
2024-05-28,"10","p",14.5813802083333,13.8958333333333,13.6575520833333,27.994473173125
2024-05-28,"11","c",15.0279947916667,16.484375,15.1223958333333,41.5707191702083
2024-05-28,"12","wp",16.8365885416667,15.55078125,14.2721354166667,40.640281318125
2024-05-28,"13","wp",16.6927083333333,15.8704427083333,15.009765625,27.9972214760417
2024-05-28,"14","c",15.0670572916667,15.71875,15.0807291666667,37.6318983764583
2024-05-28,"15","p",15.0735677083333,18.0813802083333,17.578125,38.1816119577083
2024-05-28,"16","w",16.720703125,16.2102864583333,15.1432291666667,43.385905145
2024-05-28,"2","c",15.326171875,15.759765625,14.8919270833333,41.7317952033333
2024-05-28,"3","p",14.6673177083333,14.841796875,14.4153645833333,42.1698365935417
2024-05-28,"4","wp",16.443359375,15.345703125,14.2174479166667,34.1971977714583
2024-05-28,"5","wp",16.5123697916667,15.1920572916667,14.4348958333333,37.2535616145833
2024-05-28,"6","p",14.837890625,14.4921875,14.1217447916667,40.9594408652083
2024-05-28,"7","c",14.6087239583333,15.3880208333333,14.9186197916667,42.520272949375
2024-05-28,"8","w",16.1888020833333,15.01171875,14.3020833333333,40.954308760625
2024-05-28,"9","w",16.46484375,14.7591145833333,14.2265625,45.863859215
2024-06-21,"1","w",17.1321614583333,16.3743489583333,16.251953125,26.622298406875
2024-06-21,"10","p",15.966796875,15.8307291666667,15.8899739583333,21.22611307
2024-06-21,"11","c",16.8125,17.630859375,17.0377604166667,38.9987407647917
2024-06-21,"12","wp",18.158203125,16.4700520833333,16.1686197916667,34.2368322470833
2024-06-21,"13","wp",17.53125,17.2174479166667,17.2337239583333,20.1759736677083
2024-06-21,"14","c",16.7552083333333,17.2994791666667,17.0716145833333,30.130370863125
2024-06-21,"15","p",17.0384114583333,18.09375,18.3932291666667,33.6390961929167
2024-06-21,"16","w",17.7962239583333,16.677734375,16.91015625,41.4774135922917
2024-06-21,"2","c",17.1080729166667,17.7233072916667,17.4108072916667,28.147295711875
2024-06-21,"3","p",16.439453125,17.2649739583333,16.8216145833333,32.10408974875
2024-06-21,"4","wp",17.267578125,16.83203125,16.4361979166667,26.5105650072917
2024-06-21,"5","wp",18.0572916666667,16.70703125,16.3860677083333,30.23600052875
2024-06-21,"6","p",16.5891927083333,16.2252604166667,16.2298177083333,36.1025417722917
2024-06-21,"7","c",16.6451822916667,16.9791666666667,16.7884114583333,37.3005669008333
2024-06-21,"8","w",17.6705729166667,16.732421875,16.2740885416667,40.5751257910417
2024-06-21,"9","w",17.5546875,16.4908854166667,16.087890625,30.8677395833333
